UNITID,INSTNM,CITY,STABBR,ZIP,INSTURL,MAIN,NUMBRANCH,CONTROL,REGION,LOCALE,LATITUDE,LONGITUDE,CCBASIC,CCUGPROF,CCSIZSET,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,MENONLY,WOMENONLY,RELAFFIL,ADM_RATE,SATVR25,SATVR75,SATMT25,SATMT75,SATVRMID,SATMTMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTCMMID,ACTENMID,ACTMTMID,SAT_AVG,CIP01BACHL,CIP03BACHL,CIP04BACHL,CIP05BACHL,CIP09BACHL,CIP10BACHL,CIP11BACHL,CIP12BACHL,CIP13BACHL,CIP14BACHL,CIP15BACHL,CIP16BACHL,CIP19BACHL,CIP22BACHL,CIP23BACHL,CIP24BACHL,CIP25BACHL,CIP26BACHL,CIP27BACHL,CIP29BACHL,CIP30BACHL,CIP31BACHL,CIP38BACHL,CIP39BACHL,CIP40BACHL,CIP41BACHL,CIP42BACHL,CIP43BACHL,CIP44BACHL,CIP45BACHL,CIP46BACHL,CIP47BACHL,CIP48BACHL,CIP49BACHL,CIP50BACHL,CIP51BACHL,CIP52BACHL,CIP54BACHL,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,AVGFACSAL,PFTFAC,UG25ABV,COMP_ORIG_YR2_RT,COMP_ORIG_YR3_RT,COMP_ORIG_YR4_RT,COMP_ORIG_YR6_RT,COMP_ORIG_YR8_RT,OPEFLAG,ADMCON7,UGDS_MEN,UGDS_WOMEN,MD_EARN_WNE_P6,PCT25_EARN_WNE_P6,PCT75_EARN_WNE_P6,COUNT_NWNE_1YR,COUNT_WNE_1YR,C150_4,COST_INSTATE_ONCAMPUS,COST_INSTATE_OFFCAMPUS,COST_OUTSTATE_ONCAMPUS,COST_OUTSTATE_OFFCAMPUS,FINAID1,FINAID2,FINAID3,FINAID4,FINAID5,CLIMATE_ZONE,GPA_BOTTOM_TEN_PERCENT
110617,California State University-Sacramento,Sacramento,CA,95819-2694,www.csus.edu/,1,1,1,8,11,38.559415,-121.423549,18,11,15,0,0,0,0,1,1,0,0,0,NA,0.8226,470,570,470,570,520,520,16,22,15,22,16,22,19,19,19,1035,0,1,0,1,1,0,1,0,2,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,2,1,1,0,0,0,0,1,1,1,1,0,28718,0.2512,0.0604,0.3454,0.1938,0.0021,0.0086,0.0604,0.0342,0.0437,9863,0.4812,0.2211,0.28357153,0.415108452,0.543679491,0.628712871,0.645689655,1,1,0.4454,0.5546,47905,31441,66522,378,7325,0.5484,27130,27404,39010,39284,13354,12350,8760,4361,1251,Csa,2.7
110635,University of California-Berkeley,Berkeley,CA,94720,www.berkeley.edu/,1,1,1,8,12,37.871918,-122.260463,15,15,16,0,0,0,0,0,0,0,0,0,NA,0.1625,650,740,680,790,695,735,31,35,29,35,28,35,33,32,32,1449,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,31345,0.2396,0.0191,0.1609,0.3553,0.0011,0.0017,0.0586,0.1271,0.0366,17763,0.6757,0.056,0.26216014,0.597049689,0.755131611,0.669618012,0.533029613,1,1,0.4604,0.5396,65914,38343,107102,468,5931,0.926,39376,35253,69130,65007,29460,28722,24771,16451,5348,Csb,3.7
110644,University of California-Davis,Davis,CA,95616-8678,ucdavis.edu/,1,1,1,8,23,38.539667,-121.749567,15,15,15,0,0,0,0,1,0,0,0,0,NA,0.3887,580,680,590,730,630,660,24,32,22,32,23,29,28,27,26,1298,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,30962,0.2303,0.0212,0.2317,0.2764,0.0015,0.0038,0.0551,0.1675,0.0125,15374,0.8472,0.0541,0.252076562,0.571456967,0.763508512,0.829885946,0.759917355,1,1,0.3928,0.6072,54621,34120,80415,524,7105,0.8667,35935,31097,65689,60851,24910,23983,21174,17130,5018,Csa,3.3
110653,University of California-Irvine,Irvine,CA,92697,www.uci.edu/,1,1,1,8,11,33.648434,-117.841248,15,15,16,0,0,0,0,1,1,0,0,0,NA,0.2654,570,670,600,750,620,675,24,33,22,32,22,31,29,27,27,1306,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,30367,0.133,0.0199,0.2572,0.3606,7.00E-04,0.0025,0.0442,0.1703,0.0117,16113,0.8182,0.0446,0.205833179,0.611305242,0.743400859,0.772403685,0.723167849,1,1,0.4786,0.5214,52679,32908,75593,505,6213,0.844,35363,33162,65117,62916,23767,22952,19677,13474,3484,Csa,3.3
110662,University of California-Los Angeles,Los Angeles,CA,90095-1405,www.ucla.edu/,1,1,1,8,11,34.07178,-118.442179,15,15,17,0,0,0,0,0,0,0,0,0,NA,0.1232,650,740,650,790,695,720,29,35,28,35,27,34,32,32,31,1429,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,31537,0.264,0.0337,0.2239,0.2787,0.0023,0.0023,0.0594,0.1104,0.0253,18871,0.7176,0.0418,0.219557196,0.626570546,0.761155888,0.830557269,0.763679449,1,1,0.416,0.584,55427,33606,83189,583,6770,0.915,35793,34132,65547,63886,25813,25112,21285,14776,5621,Csb,3.5
110671,University of California-Riverside,Riverside,CA,92521,www.ucr.edu/,1,1,1,8,11,33.97246,-117.32741,15,15,16,0,0,0,0,1,1,0,0,0,NA,0.5652,570,650,560,680,610,620,23,30,21,29,21,28,27,25,25,1239,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,22015,0.1149,0.0367,0.4129,0.3417,0.0013,0.0038,0.0397,0.0385,0.0104,14100,0.8728,0.0605,0.120066091,0.515781747,0.696579194,0.661232318,0.694626793,1,1,0.4606,0.5394,45632,28299,65367,321,3791,0.7598,35387,31067,65141,60821,25002,24217,21078,14973,5563,Csa,3
110680,University of California-San Diego,La Jolla,CA,92093,www.ucsd.edu/,1,1,1,8,11,32.877749,-117.235866,15,15,16,0,0,0,0,0,0,0,0,0,NA,0.3148,620,710,630,780,665,705,26,34,25,34,25,33,30,30,29,1375,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,30789,0.1936,0.0169,0.2181,0.33,8.00E-04,0.0026,0.0486,0.1754,0.0141,16447,0.8472,0.0537,0.209970427,0.656950132,0.804895269,0.819595645,0.754853801,1,1,0.4998,0.5002,56844,35046,83289,511,6249,0.8737,33849,33984,63603,63738,23154,22460,18363,12229,4376,BSk,3.5
110705,University of California-Santa Barbara,Santa Barbara,CA,93106,www.ucsb.edu/,1,1,1,8,22,34.416297,-119.846426,15,15,16,0,0,0,0,1,1,0,0,0,NA,0.2956,620,710,610,770,665,690,27,34,25,34,26,32,31,30,29,1370,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,23337,0.3003,0.0197,0.2498,0.1729,0.0015,0.0013,0.0842,0.1476,0.0228,16692,0.8694,0.03,0.124711908,0.375100617,0.581941545,0.638672366,0.692702051,1,1,0.4544,0.5456,51496,31726,76449,217,3808,0.8338,36765,34438,66519,64192,26003,24424,20976,14093,5093,Csb,3.3
110714,University of California-Santa Cruz,Santa Cruz,CA,95064-1011,www.ucsc.edu/,1,1,1,8,13,36.995584,-122.058801,15,15,17,0,0,0,0,1,1,0,0,0,NA,0.5131,600,670,600,710,635,655,26,32,24,32,24,29,29,28,27,1306,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,17517,0.3107,0.0175,0.2629,0.2189,9.00E-04,0.0011,0.0819,0.09,0.0162,15094,0.7595,0.0518,0.156422954,0.542765273,0.673563218,0.701791359,0.721538462,1,1,0.521,0.479,45632,26486,67728,258,3768,0.7502,37297,33734,67051,63488,25243,24322,20862,13376,3395,Csb,3.2
110778,Sofia University,Palo Alto,CA,94303,www.sofia.edu/,1,1,3,8,13,37.430325,-122.10866,26,5,6,0,0,0,0,0,0,0,0,0,NA,0.571512,486.1533333,586.72,474.1,568.56,537.0066667,524.6733333,18.48,23.58,17.22,23.84666667,16.59333333,23,21.06666667,20.78666667,20.15333333,1081.073333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0.375,0.125,0.25,0,0,0,0,0.25,0,5322,0.3036,0.7778,0.336086816,0.397492835,0.464804573,0.435094273,0.468135737,1,2,0.125,0.875,35080.5,19989.04667,52274.42667,3,646.5533333,0.543152667,27760.65333,31400.80667,28572.54,32212.69333,8218.064444,7353.084444,6158.537778,4327.104444,4006.657778,Csb,2.577333333
111081,California Institute of the Arts,Valencia,CA,91355-2397,https://www.calarts.edu/,1,1,2,8,21,34.39327,-118.566837,30,14,10,0,0,0,0,0,0,0,0,0,NA,0.2528,570.1866667,669.74,559.4533333,686.3866667,619.56,618.0733333,23.26,29.38666667,23.36666667,31.37333333,21.87333333,27.92666667,26.58,27.52666667,25.15333333,1249.28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1015,0.4059,0.0404,0.134,0.1064,0.0039,0.001,0.0581,0.2079,0.0424,9640,0.5986,0.097,0.149700599,0.614942529,0.632183908,0.617924528,0.7,1,3,0.4463,0.5537,32758,14193,66037,30,218,0.614,73980,77456,73980,77456,27806,28598,25117,18000,14184,Csb,2.9
111188,California State University Maritime Academy,Vallejo,CA,94590-8181,https://www.csum.edu/,1,1,1,8,12,38.069061,-122.231551,22,13,11,0,0,0,0,0,0,0,0,0,NA,0.7621,528.94,637.26,523.8666667,625.1266667,579.74,575.3066667,20.98,26.74666667,20.24666667,26.68,19.64666667,26.34666667,24.16,23.82,23.24,1174.76,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,911,0.4544,0.0296,0.2239,0.101,0.0066,0.0187,0.1065,0.0077,0.0516,10147,0.7474,0.0878,0.075313808,0.56097561,0.582222222,0.595041322,0.615384615,1,2,0.8299,0.1701,80273,48881,107859,1,287,0.6683,28403,31072,40283,42952,14485,10913,8731,3706,1100,Csb,2.8
111948,Chapman University,Orange,CA,92866,https://www.chapman.edu/,1,1,2,8,12,33.79302,-117.852518,16,14,13,0,0,0,0,0,0,0,0,0,61,0.5565,600,680,590,700,640,645,25,31,25,34,24,28,28,30,26,1296,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,7294,0.5151,0.0169,0.1612,0.1429,0.0014,0.003,0.0784,0.0388,0.0424,12004,0.9945,0.024,0.135547576,0.678963111,0.762989973,0.747408106,0.719571568,1,1,0.3936,0.6064,53764,33955,76841,75,1358,0.8061,75112,72300,75112,72300,38860,40253,36038,34231,23308,Csa,3.2
111966,Charles R Drew University of Medicine and Science,Los Angeles,CA,90059,www.cdrewu.edu/,1,1,2,8,21,33.925658,-118.242791,26,13,6,0,0,0,0,0,0,0,0,0,NA,0.3164,403,495,410,470,449,440,15.16,20.44666667,13.99333333,20.16,14.72,19.51333333,17.45333333,17.03333333,16.66,889,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,183,0.0437,0.388,0.3169,0.1093,0,0,0.0601,0.0219,0.0601,8456,0.2727,0.6111,0.535714286,0.845070423,0.746031746,0.484848485,0.610169492,1,5,0.3497,0.6503,65724,44649,94948,10,111,0.75,30811.54,36304,30811.54,36304,17450,12924,12028,24829,7000,BSk,2.623333333
112075,Concordia University-Irvine,Irvine,CA,92612-3203,www.cui.edu/,1,1,2,8,11,33.653665,-117.812305,18,13,14,0,0,0,0,0,0,0,0,0,68,0.7081,490,600,500,610,545,555,18,25,18,25,17,25,22,22,21,1100,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,1,1,0,1,1,1,1,1,0,2,0,0,1,0,0,0,0,1,2,2,1,0,1723,0.4829,0.0412,0.253,0.0969,0.0035,0.0029,0.0708,0.0459,0.0029,7371,0.9291,0.1283,0.233393178,0.559454191,0.527001862,0.548780488,0.485454545,1,1,0.3941,0.6059,47319,28007,71346,27,651,0.6327,54370,58440,54370,58440,28495,26267,27001,23090,19473,Csa,2.782
112084,San Diego Christian College,Santee,CA,92071,sdcc.edu/,1,1,2,8,21,32.842404,-116.978112,22,7,7,0,0,0,0,0,1,0,0,0,88,0.5526,470,600,460,570,535,515,17,23,15,23,16,23,20,19,20,1050,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,1,1,0,2,0,0,2,1,0,0,0,0,0,2,1,0,2,0,0,469,0.4009,0.1087,0.3305,0.0277,0.0085,0.0085,0.0597,0.0277,0.0277,6852,0.0791,0.332,0.136842105,0.238461538,0.335463259,0.325333333,0.404669261,1,5,0.4733,0.5267,34669,19635,50813,8,125,0.5339,50454,54874,50454,54874,18032,15646,14482,6273,5452,Csa,2.6
112260,Claremont McKenna College,Claremont,CA,91711-6400,www.cmc.edu/,1,1,2,8,21,34.102154,-117.711188,21,14,11,0,0,0,0,0,0,0,0,0,NA,0.103,670,730,690,780,700,735,31,34,32,35,29,34,33,34,32,1449,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1335,0.412,0.0442,0.1536,0.1154,7.00E-04,0.0015,0.0652,0.1566,0.0509,11334,0.9111,0.003,0.088922685,0.818897638,0.869565217,0.861483072,0.747663551,1,1,0.5049,0.4951,80781,47793,111675,10,155,0.911,76475,74409,76475,74409,65244,67219,54801,56174,28775,Csb,3.5
112394,Cogswell University of Silicon Valley,San Jose,CA,95134,https://cogswell.edu/,1,1,3,8,11,37.414049,-121.94087,22,9,7,0,0,0,0,0,0,0,0,0,NA,0.4934,519.18,630.6,509,615.3333333,572.74,556.5533333,20.00666667,26.10666667,19.43333333,26.43333333,18.36,25.29333333,23.34666667,23.43333333,22,1148.92,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,541,0.281,0.0776,0.2181,0.2163,0.0111,0.0018,0.0499,0.024,0.1201,7458,0.3026,0.2325,0.188855782,0.168918919,0.381909548,0.368421053,0.425531915,1,2,0.6821,0.3179,39458,18884,74687,15,140,0.5541,42094,40648,42094,40648,9377,8168,3001,5312,1133,Csb,2.6
112570,Columbia College Hollywood,Tarzana,CA,91356-1411,https://www.columbiacollege.edu/,1,2,2,8,11,34.17972,-118.538793,30,15,6,0,0,0,0,0,0,0,0,0,NA,0.616228667,524.78,633.2466667,512.0666667,619.4866667,577.6866667,562.5333333,21.06,26.96666667,20.48666667,27.37333333,19.07333333,26.10666667,24.11333333,24.52,22.71333333,1167.566667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,870,0.3736,0.1782,0.2345,0.0448,0.0103,0.0034,0.0782,0.0345,0.0425,6133,0.1622,0.1759,0.252459016,0.361842105,0.508196721,0.710784314,0.702380952,1,2,0.6103,0.3897,34112,20317,47962,15,195,0.4948,44419.79333,44439,44419.79333,44439,8152,4745,5456,4643,375,Csb,2.739333333
113236,Cypress College,Cypress,CA,90630-5897,www.cypresscollege.edu/,1,1,1,8,21,33.82833,-118.025143,14,5,12,0,0,0,0,1,1,0,0,0,NA,0.751756667,504.92,610.5666667,506.4066667,609.5866667,557.8066667,557.0933333,19.52666667,25.40666667,19.01333333,25.46,18.20666667,24.95333333,22.66,22.85333333,21.82666667,1124.693333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14390,0.1502,0.0423,0.4855,0.2321,0.0019,0.0038,0.0361,0.0118,0.0362,11560,0.3778,0.3102,0.047034943,0.041223969,0.072363356,0.116071429,0.104823395,1,2,0.4381,0.5619,32944,19096,49620,18,182,0.334,16841.69333,25734,22577.69333,31470,8479,8167,5383,3647,343,BSk,2.7
113537,Dell'Arte International School of Physical Theatre,Blue Lake,CA,95525-0816,www.dellarte.com/school,1,1,2,8,41,40.880924,-123.988808,30,11,6,0,0,0,0,0,0,0,0,0,NA,0.568876667,500.4333333,607.5666667,493.0333333,595.32,555.2733333,540.7066667,19.18,24.73333333,18.53333333,24.92666667,17.45333333,23.94,22.08,21.86,20.88666667,1115.486667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.6111,0,0,0,0,0,0.0556,0.2778,0.0556,3115,0.616616667,0.5,0.325849537,0.476694922,0.525262709,0.542713462,0.507548934,1,3,0.2222,0.7778,35543.85333,21440.24667,53443.42,1,339.08,1,24951.33556,24217,24951.33556,24217,10853.43333,10516.98667,8990.826667,6257.793333,4135.626667,Csb,2.597333333
113582,Design Institute of San Diego,San Diego,CA,92121,www.disd.edu/,1,1,3,8,11,32.880926,-117.167374,30,9,6,0,0,0,0,0,0,0,0,0,NA,0.8667,507.54,622.3666667,498.1933333,594.48,566.6666667,548.8733333,19.75333333,25.36,19.49333333,26,17.9,24.54,22.80666667,23.01333333,21.22666667,1125.286667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,121,0.5124,0.0744,0.2149,0.0744,0.0083,0.0165,0.0331,0.0661,0,5156,0.361413333,0.5289,0.313435821,0.342105263,0.435463018,0.320754717,0.431034483,1,3,0.0992,0.9008,42824,22610,56703,2,38,0.5556,43292.60667,46843,43292.60667,46843,9009,17387,8900.74,5224.333333,0,BSk,2.606
113698,Dominican University of California,San Rafael,CA,94901-2298,https://www.dominican.edu/,1,1,2,8,13,37.981279,-122.512051,19,13,10,0,0,0,0,0,0,0,0,0,NA,0.9134,520,610,510,610,565,560,20,25,19,24,19,25,23,22,22,1127,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1444,0.2895,0.0492,0.2555,0.2735,0.0028,0.0048,0.0575,0.0159,0.0512,9020,0.3092,0.1315,0.109215017,0.598615917,0.659163987,0.698005698,0.66509434,1,1,0.3102,0.6898,63540,39087,103428,16,388,0.7036,67943,69269,67943,69269,36971,38539,35076,32074,25214,Csb,2.8
114354,FIDM-Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,CA,90015-1421,www.fidm.edu/,1,4,3,8,11,34.044209,-118.25993,30,15,9,0,0,0,0,0,0,0,0,0,NA,0.3624,538.8733333,636.18,519.62,628.9,587.9733333,575.66,21.26,27.16666667,21.02666667,28.56666667,19.28,26.29333333,24.27333333,24.56666667,22.9,1177.726667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2195,0.3257,0.0711,0.2164,0.1057,0.0082,0.0087,0.0082,0.2009,0.0551,3993,0.1,0.1554,0.633952255,0.728506787,0.72962963,0.693677103,0.609110629,1,2,0.1704,0.8296,39776,23393,58198,101,1245,0.7145,55019.42667,55591,55019.42667,55591,12037,10336,6420,3674,3060,Csb,2.6
114433,Feather River Community College District,Quincy,CA,95971-9124,www.frc.edu/,1,1,1,8,41,39.953101,-120.973067,14,5,9,0,0,0,0,0,0,0,0,0,NA,0.777474,486.36,604.72,490.6333333,584.1733333,545.92,534.3866667,18.78,24.48666667,18.08666667,24.78,17.13333333,23.88,21.79333333,21.65333333,20.86666667,1091.086667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1251,0.4956,0.1495,0.2278,0.032,0.0296,0.02,0.0024,0.0056,0.0376,8955,0.1826,0.5107,0.205882353,0.246861925,0.222996516,0.187878788,0.134715026,1,2,0.5659,0.4341,28983,16379,43444,4,47,0.2709,16414,22512,24394,30492,8531,10909,4362,1535,1610,Csb,2.6
114716,Foothill College,Los Altos Hills,CA,94022,https://foothill.edu/,1,1,1,8,21,37.361655,-122.127964,14,5,12,0,0,0,0,0,0,0,0,0,NA,0.735970667,514.4,623.96,517.7,612.0466667,568.2866667,564.0333333,19.82,25.89333333,19.20666667,26.04666667,18.46666667,25.38666667,22.93333333,22.91333333,22.32,1138.413333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13263,0.301,0.0348,0.2882,0.2355,0.0024,0.0085,0.0501,0.0562,0.0234,10207,0.304,0.4318,0.126198705,0.171301233,0.049945711,0.063101604,0.068003487,1,2,0.5313,0.4687,45865,24115,71649,0,51,0.6087,19829.02667,24612,27794.02667,32577,9336,8613,5597,2513,0,Csb,2.8
114813,Fresno Pacific University,Fresno,CA,93702-4709,www.fresno.edu/,1,1,2,8,11,36.726831,-119.735199,18,13,12,0,0,0,0,0,1,0,0,0,43,0.6608,470,580,460,570,525,515,16,24,15,22,16,23,20,19,20,1042,0,1,0,1,1,0,0,0,1,0,1,1,2,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,2,1,0,2872,0.2549,0.0522,0.5634,0.0421,0.0094,0.001,0.0042,0.016,0.0568,7517,0.876,0.5579,0.353965184,0.489841986,0.550837989,0.451612903,0.394572025,1,1,0.2625,0.7375,42603,25620,60638,43,714,0.673,47196,54784,47196,54784,32370,29434,26157,23452,18553,BSk,2.7
115083,Golden Gate University-San Francisco,San Francisco,CA,94105-2968,www.ggu.edu/,1,3,2,8,11,37.789374,-122.398969,18,5,9,0,0,0,0,0,0,0,0,0,NA,0.798603333,509.4266667,616.0533333,510.5533333,610.0266667,560,559.2733333,19.76,25.36,19.06,25.23333333,18.26666667,24.64666667,22.76,22.48,21.64666667,1125.593333,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,487,0.2854,0.1294,0.2218,0.1273,0.0103,0.037,0.0185,0.0123,0.1581,11339,1,0.9217,0.245762712,0.303030303,0.408695652,0.426751592,0.439252336,1,2,0.6735,0.3265,75134,42156,104973,11,221,0.414389333,39529.56667,41222.08,39674.36667,41366.88,11264.04667,10373.80667,8229.38,5939.826667,3968.193333,Csb,2.606666667
115409,Harvey Mudd College,Claremont,CA,91711,https://www.hmc.edu/,1,1,2,8,21,34.106515,-117.709837,21,14,8,0,0,0,0,0,0,0,0,0,NA,0.1367,710,770,780,800,740,790,33,35,35,36,34,36,34,36,35,1526,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,893,0.3068,0.0403,0.196,0.1971,0.0022,0.0056,0.1064,0.0806,0.0649,14397,0.8992,0.0011,0.120420751,0.851851852,0.86407767,0.883011334,0.822569092,1,1,0.5028,0.4972,112059,72609,175406,6,133,0.9167,79539,76722.45333,79539,76722.45333,60459,53719,62743,52155,26144,Csb,3.5
115728,Holy Names University,Oakland,CA,94619-1699,www.hnu.edu/,1,1,2,8,11,37.802276,-122.187804,19,11,8,0,0,0,0,1,1,0,0,0,30,0.6325,280,330,440,550,305,495,18,21,18,22,17,22,20,20,20,851,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,668,0.1512,0.1707,0.4012,0.1093,0.003,0.0105,0.0434,0.0299,0.0808,8173,0.2727,0.148,0.124223602,0.471794872,0.382513661,0.476666667,0.442748092,1,1,0.3593,0.6407,56544,34636,95299,5,166,0.4824,59385,62431,59385,62431,38461,37315,34433,27966,24698,Csb,2.6
115755,Humboldt State University,Arcata,CA,95521-8299,www.humboldt.edu/,1,1,1,8,33,40.877481,-124.078293,19,13,13,0,0,0,0,0,1,0,0,0,NA,0.9217,490,610,480,590,550,535,17,25,16,25,17,24,21,21,21,1085,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,2,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,6559,0.437,0.0332,0.3465,0.0276,0.0119,0.0032,0.0672,0.0116,0.0617,9828,0.5626,0.2053,0.236015702,0.368588289,0.503317536,0.580291971,0.524625268,1,1,0.4257,0.5743,34180,21002,49783,141,2162,0.4903,25344,25344,37224,37224,13234,11722,8774,4327,1095,Csb,2.8
115773,Humphreys University-Stockton and Modesto Campuses,Stockton,CA,95207-3896,www.humphreys.edu/,1,2,2,8,11,38.011489,-121.316918,22,7,6,0,0,0,0,1,1,0,0,0,NA,0.791308,483.8733333,587.5066667,472.6733333,566.3866667,533.22,524.8533333,18.3,23.71333333,16.87333333,23.88666667,16.49333333,23.09333333,20.86,20.47333333,20.16,1069.233333,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,309,0.1909,0.0841,0.3107,0.0841,0.0032,0.0324,0.0065,0.1715,0.1165,5550,0.1705,0.6149,0.158878505,0.298507463,0.26119403,0.20295203,0.262529833,1,2,0.2718,0.7282,31020,17089,46174,13,116,0.4375,29714.40667,36909,29714.40667,36909,15339,14660,10281,8280.773333,6676.433333,Csa,2.554
116226,Interior Designers Institute,Newport Beach,CA,92660,https://www.idi.edu/,1,1,3,8,13,33.641393,-117.865722,30,5,6,0,0,0,0,0,0,0,0,0,NA,0.585698667,512.8666667,620.4066667,503.4333333,599.2,569.4533333,552.64,19.94666667,25.52,19.69333333,26.07333333,17.94,24.74666667,22.78666667,22.86,21.65333333,1126.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,139,0.5827,0.0288,0.1151,0.1727,0.0072,0,0.0576,0.036,0,8367,0.386241333,0.6906,0.341266841,0.395348837,0.606060606,0.392857143,0.660377358,1,3,0.036,0.964,46708,27068,61153,7,28,0.514691333,36648.68,40118,36648.68,40118,3810,4288.66,427,-1337.12,-2707.606667,Csa,2.614
